Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
22/11/2017,"8 TEELING GROVE, TUBBERCURRY, SLIGO",Sligo,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"WESLEIGH, ROESTOWN, DUNSHAUGHLIN",Meath,,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2017,"BALLYHAHILL, BALLINGARRY, CO LIMERICK",Limerick,,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2017,"39 COLLEGEFORT, CASTLEKNOCK, DUBLIN 15",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2017,"278 Maryborough Village, Portlaoise",Laois,,"€154,185.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/09/2017,"47 KILDONAN DR, FINGLAS WEST, DUBLIN 11",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2017,"AN SEAN IOCLANN, VICARSTOWN, CORK",Cork,,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2017,"12 SYNNOTT PLACE, DUBLIN 1",Dublin,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2017,"ADAMSTOWN, BALLINHASSIG, CORK",Cork,,"€240,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"APT A, 12 GEORGES QUAY, CORK",Cork,,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2017,"BOHERGLOSS STREET, FRESHFORD, COUNTY KILKENNY",Kilkenny,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2017,"9 MEADOW WAY, KILKENNY, KILKENNY",Kilkenny,,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2017,"3 CASTLE CLOSE, CASTLEPARK RD, DALKEY",Dublin,,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2017,"19 ELMVALE CLOSE, WILTON, CORK",Cork,,"€211,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2017,"18 CLUAIN LARA, RAHEEN, ATHENRY",Galway,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2017,"8 BEAUPARK AVENUE, DONAGHMEDE, DUBLIN 13",Dublin,,"€266,047.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"131 MILLBROOK, JFK PARADE, SLIGO",Sligo,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2017,"8 COLLIERS AVE, RANELAGH, DUBLIN 6",Dublin,,"€304,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2017,"MAIN ST, ABBEYFEALE, CO LIMERICK",Limerick,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2017,"14 MILLENNIUM COURT, TULLOW RD, CARLOW",Carlow,,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2017,"2 BELARMINE HEATH, STEPASIDE, DUBLIN 18",Dublin,,"€429,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"25 WOODBANK, SHANKILL, COUNTY DUBLIN",Dublin,,"€582,254.95",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/11/2017,"HEADFORT ROAD, KELLS, CO MEATH",Meath,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2017,"16 MOORETOWN AVE, SWORDS, DUBLIN",Dublin,,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2017,"23 Abbots Grove Avenue, Knocklyon, Dublin 16",Dublin,,"€338,325.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/10/2017,"MILVERTON, SKERRIES, DUBLIN",Dublin,,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2017,"137 SMITHFIELD MARKET, SMITHFIELD, DUBLIN 7",Dublin,,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2017,"2 The Drive, Royal Oaks, Enfield",Meath,,"€262,995.59",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
10/05/2017,"37 AVON RÍ, BLESSINGTON, CO. WICKLOW",Wicklow,,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2017,"106 Willouise, Sherlockstown Road, Sallins",Kildare,,"€392,070.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/10/2017,"6 Rathvarna, Killeshin, Carlow Postal",Laois,,"€220,264.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/09/2017,"ARDLOUGHER, BALLYCONNELL, CAVAN",Cavan,,"€47,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2017,"COOLS, KILNAMARTYRA, MACROOM",Cork,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"1 CUIRT NA CORA, WEIR RD, TUAM",Galway,,"€109,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/2017,"85 MOY HOUSE, CUSTOM HOUSE SQ, IFSC DUBLIN 1",Dublin,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2017,"11 DONAGHMEDE DR, DUBLIN 13, DUBLIN",Dublin,,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"4 Montrose Drive, Foxwood, Waterford",Waterford,,"€168,357.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/02/2017,"1 MUCKROSS CLOSE, POWERSCOURT, WATERFORD",Waterford,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2017,"48 RYECROFT, MARYBOROUGH WOODS, DOUGLAS",Cork,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2017,"19 ABBEY AVE, CORBALLY, LIMERICK",Limerick,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2017,"Apt 122 Abbot Court, Cualanor  Upper Glenageary Road, Dun Laoghaire",Dublin,,"€216,988.53",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/10/2017,"12 MAYDENHAYES SQUARE, MAYDENHAYES, MORNINGTON",Meath,,"€324,229.07",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
21/07/2017,"APT 12, RIVERGATE, NEW ROSS",Wexford,,"€55,357.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2017,"20 MARINE LIGHTHOUSE, INIS CRABHANN, LIGHTHOUSE",Sligo,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2017,"APARTMENT 1, 49 - 50 MARY ST, DUBLIN 1",Dublin,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2017,"51 HOLYWELL DR, GORSE HILL FELTRIM, SWORDS",Dublin,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2017,"4 THE MEADOWS, MOGEELY, CORK",Cork,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2017,"CLOONSHANNAGH, ROOSKEY, CO ROSCOMMON",Roscommon,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2017,"51 ASHGROVE LAWN, CAHIR RD, CLONMEL",Tipperary,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"3 FORGE LANE LUSK VILLAGE, LUSK VILLAGE, DUBLIN",Dublin,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2017,"APT. 1, 15 PEMBROKE ST, TRALEE",Kerry,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2017,"146 ASHLAWN PARK, BALLYBRACK, CO DUBLIN",Dublin,,"€147,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/10/2017,"13 BRIDGE STREET, SKIBBEREEN, CO CORK",Cork,,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2017,"45 CHAPEL CLOSE, BALBRIGGAN, DUBLIN",Dublin,,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2017,"SHINNAGH, RATHMORE, KERRY",Kerry,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2017,"28 RIVERRUN, BELTURBET, COUNTY CAVAN",Cavan,,"€19,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2017,"SHANBALLYMORE, DUNMORE, COUNTY GALWAY",Galway,,"€26,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2017,"APT 20, RIVERGATE, NEW ROSS",Wexford,,"€55,357.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2017,"30 MOSSGROVE VILLAGE, BALLINA, CO MAYO",Mayo,,"€159,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2017,"228A ALYMER PARK, MONREAD RD, NAAS",Kildare,,"€165,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/03/2017,"190 BEECHWOOD COURT, STILLORGAN, DUBLIN",Dublin,,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2017,"12 HEATHERWAY, FOREST GLEN, FERMOY",Cork,,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2017,"47 THE ARCHES, GAS HOUSE LANE, CO KILKENNY",Kilkenny,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2017,"39 PROSPECT AVENUE, RATHFARNHAM, DUBLIN 16",Dublin,,"€459,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2017,"1 HAWTHORN GROVE, BIRD AVENUE, CLONSKEAGH",Dublin,,"€343,612.33",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/01/2017,"9 APPLEWOOD DRIVE, GREYSTONES, CO WICKLOW",Wicklow,,"€555,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2017,"114 Carraid Desmond, Newcastle West",Limerick,,"€103,800.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/11/2017,"CORLATTYLENNON, BAILIEBOROUGH, CO CAVAN",Cavan,,"€63,750.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2017,"10 KELLYVILLE PARK, PORTLAOISE, LAOIS",Laois,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2017,"224 PACE RD, DUBLIN 15, DUBLIN",Dublin,,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2017,"46 MAIGH GLAS, CARRICK ON SHANNON, LEITRIM",Leitrim,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2017,"5 KILNAMANAGH RD, WALKINSTOWN, DUBLIN 12",Dublin,,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2017,"80 ST ANNES PARK, SHANKILL, DUBLIN",Dublin,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2017,"6 ARDMORE, POWERSCOURT, TULLA",Clare,,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2017,"14 PEYTON SQ, STONEY LANE, RATHCOOLE",Dublin,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2017,"21 MOUNT GARRETT PARK, TYRRELSTOWN, DUBLIN 15",Dublin,,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2017,"KILDANGAN, BALLINABRACKY, CO MEATH",Meath,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2017,"LISDUFF, KILTIMAGH, COUNTY MAYO",Mayo,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2017,"KILGARVE, BONNICONLON, BALLINA",Mayo,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"APT 9 BLOCK D, 80 REUBEN STREET, RIALTO",Dublin,,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"12 Cuil Duin Row, City West",Dublin,,"€277,533.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/04/2017,"38 KILLARNEY RD, CASTLEISLAND, KERRY",Kerry,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2017,"CEADAR LODGE, BALLYVOLLOON, WHITEGATE",Cork,,"€392,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"2362 ST BRIDGETS TERRACE, SALLINS, KILDARE",Kildare,,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2017,"20 ARMSTRONG RANGE, ENNISCORTHY, WEXFORD",Wexford,,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"42 THE HAZELS, ELMFIELD, LEOPARDSTOWN",Dublin,,"€337,363.64",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/06/2017,"5 YORK ST, CASTLEBLANEY, CO MONAGHAN",Monaghan,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2017,"60 CLUAIN ENDA, DUNDALK, LOUTH",Louth,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2017,"3 OLDCOURT CLOSE, BRAY, CO. WICKLOW",Wicklow,,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/09/2017,"CASTLE FORWARD, NEWTOWNCUNNINGHAM, CO DONEGAL",Donegal,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2017,"C4 ROSEBURY COURT, CARRAMORE, KNOCK",Mayo,,"€39,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2017,"63 SWORDS MANOR CRESCENT, SWORDS, DUBLIN",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2017,"43 BAYSIDE BOULEVARD SOUTH, SUTTON, DUBLIN 13",Dublin,,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2017,"6 AN FIODAN, DOUGHISKA, GALWAY",Galway,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2017,"20 HAZELBROOK COURT, TERENURE RD WEST, TERENURE DUBLIN 6W",Dublin,,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"71 BEATTY GROVE, CELBRIDGE, KILDARE",Kildare,,"€296,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2017,"8 ST PAULS COURT, SLADEMORE AVE, ARD NA GREINE",Dublin,,"€181,396.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"17 BLUEBERRY FIELDS, BROOMFIELD, MIDLETON",Cork,,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2017,"23 MOYLARAGH GARDENS, BALBRIGGAN, DUBLIN",Dublin,,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2017,"4 ELLENVILLE TERRACE, OFF GERARD STREET, CORK CITY",Cork,,"€134,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2017,"9 The Garden, Newtown Hall, Maynooth",Kildare,,"€317,180.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/11/2017,"7 BRACKINRAINEY WOOD, LONGWOOD, MEATH",Meath,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2017,"4 MOREEN AVE, SANDYFORD, DUBLIN 16",Dublin,,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2017,"26 MILLSTREAM COURT, MILL RD, ENNIS",Clare,,"€84,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"SRAGH, BALLYBAY, MONAGHAN",Monaghan,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2017,"8 CHESTNUT GROVE, CASTLEBAR, MAYO",Mayo,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2017,"13 THE AVENUE, LIFFEY HALL, NEWBRIDGE",Kildare,,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2017,"GRAIGUE, MULLINAHONE, CO. TIPPERARY",Tipperary,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2017,"57 HADDINGTON RD, BALLSBRIDGE, DUBLIN 4",Dublin,,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2017,"BEALAD, CLONAKILTY, CO. CORK",Cork,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2017,"CARRIGANIMMA, MACROOM, CO CORK",Cork,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2017,"28 THE VIEW, LARCH HILL, SANTRY",Dublin,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2017,"9 PLEASANTS ST, DUBLIN 8, DUBLIN",Dublin,,"€895,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2017,"17 CHAPEL PLACE, FLEMINGS LANE, KILLARNEY",Kerry,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2017,"98 FISHERMANS WHARF, RINGSEND, DUBLIN 4",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2017,"13 LIOS NA RI, CHARLEVILLE, CORK",Cork,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"63 Park Avenue, Millers Glen, Swords",Dublin,,"€335,121.48",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
22/06/2017,"20 KILWARDEN COURT, BOOT RD, DUBLIN 22",Dublin,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2017,"APT 23, LAKESIDE WALK, NORTH RD",Monaghan,,"€63,216.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2017,"76 COLLINS AVE EAST, DUBLIN 5, DUBLIN",Dublin,,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2017,"145 ASHFIELD VIEW, NORTH RD, DROGHEDA",Louth,,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"13 GARTHY WOOD, KNOCKLYON, DUBLIN 16",Dublin,,"€256,200.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2017,"MACETOWN, NAVAN, MEATH",Meath,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2017,"18 LORETO PARK, RATHFARNHAM, DUBLIN 14",Dublin,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2017,"12 THE GRANGE, DEANS GRANGE, DUBLIN",Dublin,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"Apt 52  Orwell Gate  Block A, Marianella, Rathgar",Dublin,,"€506,608.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
04/08/2017,"LAPPANDUFF, TULLYVIN, CO CAVAN",Cavan,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2017,"BAUNREAGH, OLO LEIGHLIN, CARLOW",Carlow,,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2017,"CLONARD, BALLYCAR, NEW MARKET ON FERGUS",Clare,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2017,"APT 4, EAGLEWOOD, ROCHESTOWN AVE",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"2 SUSSWALD, HERBERT ROAD, BRAY",Wicklow,,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2017,"FAIRLAWN HOUSE, SAVAL PARK RD, DALKEY",Dublin,,"€2,880,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2017,"GORMANSTON, MEATH",Meath,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2017,"WEAVERS ROW, CHURCH ST, OLDCASTLE",Meath,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"23 WILLOW RISE, PRIMROSE GATE, CELBRIDGE",Kildare,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2017,"20 CHURCHLANDS MANORCUNNINGHAM, MANORCUNNINGHAM, DONEGAL",Donegal,,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2017,"APARTMENT NO 79, CASTLEFORBES, DUBLIN 1",Dublin,,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2017,"Apt 30  Block C  An Radharc, Maryborough Ridge, Maryborough Hill  Douglas",Cork,,"€154,185.02",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/04/2017,"APT 4 BLOCK 6, NEW PRIORY, THE HOLE IN THE WALL ROAD",Dublin,,"€175,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/09/2017,"9 CHAPEL LANE, CHURCHFIELD, CASTLEMAGNER",Cork,,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2017,"98 RATHMOUNT, BLACKROCK, DUNDALK",Louth,,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2017,"13 BERESFORD GARDENS, DONABATE",Dublin,,"€299,560.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
14/06/2017,"17 THE TURNPIKE, SANTRY CROSS, SANTRY DUBLIN 9",Dublin,,"€93,568.31",No,No,Second-Hand Dwelling house /Apartment,
08/10/2017,"GRANAGH, KILMALLOCK, COUNTY LIMERICK",Limerick,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2017,"3 CEANN BOIRNE, BALLYBANE RD, GALWAY",Galway,,"€131,363.64",No,No,Second-Hand Dwelling house /Apartment,
30/03/2017,"50 STOCKYARD, STEELWORKS, FOLEY ST",Dublin,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2017,"11 THE BOULEVARD, BURKEEN, FRIARS HILL",Wicklow,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2017,"98 CNOC ARD, BALLINA, TIPPERARY",Tipperary,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2017,"764 ROWANVILLE, KILDARE, KILDARE",Kildare,,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2017,"No. 4 Blackmills Grove, Blakestown Road, Mulhuddart",Dublin,,"€295,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/11/2017,"4 HEADFORD GROVE, CHURCHTOWN, DUBLIN 14",Dublin,,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2017,"33 WOODLAWN GREEN, SANTRY, DUBLIN 9",Dublin,,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2017,"13 KILCONNY STREET, BELTURBET, CO CAVAN",Cavan,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"5 GLEANN MHUIRIS, CLAREGALWAY, GALWAY",Galway,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2017,"11 CHELMSFORD, CELBRIDGE, KILDARE",Kildare,,"€552,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2017,"51 SLANEY BANK, RATHUILLY, CARLOW",Carlow,,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2017,"KILMURRAY, CASTLEREA, COUNTY ROSCOMMON",Roscommon,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2017,"SUN VIEW, CIAMALTHA RD, NENAGH",Tipperary,,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2017,"271 Oldbridge Station, Osberstown, Naas",Kildare,,"€277,533.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/10/2017,"FALLEENS, MONASTERADEN, SLIGO",Sligo,,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2017,"APT 5 BLOCK 5, COIS ABHAINN, SALLINS RD",Kildare,,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2017,"26 CHELMSFORD MANOR, NEWTOWN ROAD, CELBRIDGE",Kildare,,"€311,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2017,"12 BEECH AVENUE THE PADDOCK, THE PADDOCK, ENNISCORTHY",Wexford,,"€135,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/12/2017,"32 Carton Wood, Dublin Road, Maynooth",Kildare,,"€308,370.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/08/2017,"2A CASTLE CRESCENT, CLONDALKIN, DUBLIN 22",Dublin,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2017,"7 MAHON PARK, BLACKROCK, CORK",Cork,,"€190,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2017,"11 Hanover Lofts, Hanover Street East, Dublin 2",Dublin,,"€383,259.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/02/2017,"19 BALLYKISTEEN HOTEL & RESORT, CO TIPPERARY",Tipperary,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2017,"34 LOUGH BOLLARD, CLANE, KILDARE",Kildare,,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2017,"APT. 1, 53 WILLIAM STREET, LIMERICK",Limerick,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
